Projeto;;;;;;;;;;
Monitorar;;;;;;;;;;
07-25-2025 18:12:28;;;;;;;;;;
Componente;Propriedade;Valor;Alterar após Trap;Amostragem;Intervalo de amostragem;Registro;Tamanho do buffer;Estado;Determinar;Propagar estado
192.168.21.15;Assinatura de Configuração;28 bd e9 b6;true;true;1 Horas;false;0;Sem Estado;false;true
192.168.21.15;Estado da Configuração;Salvo;true;true;5 Minutos;false;0;OK;true;true
192.168.21.15;Temperatura;51;true;true;20 Minutos;true;1000;OK;true;true
192.168.21.15;Nome;ARM KM 017;false;true;1 Dias;true;300;Sem Estado;false;true
192.168.21.15 - Fonte de Alimentação 1;Estado;Ativo;true;true;10 Minutos;true;300;OK;true;true
192.168.21.15 - Fonte de Alimentação 2;Estado;Ativo;true;true;10 Minutos;true;300;OK;true;true
192.168.21.15 - Porta 1;Potência (dBm) Rx do SFP;-7.2;false;true;1 Minutos;true;100;OK;true;true
192.168.21.15 - Porta 1;Carga de Entrada;0.14;false;true;30 Segundos;true;100;OK;true;true
192.168.21.15 - Porta 1;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.15 - Porta 1 - Redundância;Redundância;;true;true;30 Segundos;false;0;OK;true;true
192.168.21.15 - Porta 2;Potência (dBm) Rx do SFP;-12.6;false;true;1 Minutos;true;100;OK;true;true
192.168.21.15 - Porta 2;Carga de Entrada;0.23;false;true;30 Segundos;true;100;OK;true;true
192.168.21.15 - Porta 2;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.15 - Porta 2 - Redundância;Redundância;;true;true;30 Segundos;false;0;OK;true;true
192.168.21.15 - Porta 5;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.15 - Protocolos - Protocolo Ping;Tempo Máximo de Resposta;3;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo Ping;Tempo Mínimo de Resposta;2;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo Ping;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo Ping;Desvio Padrão;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo Ping;Tempo de resposta médio de movimentação;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo Ping;Tempo de Resposta Médio;2;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo Ping;Detectado;Sim;true;true;30 Segundos;false;0;OK;true;true
192.168.21.15 - Protocolos - Protocolo SNMP V1;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V1;Desvio Padrão;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V1;Tempo de resposta médio de movimentação;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V1;Tempo de Resposta Médio;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V3;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V3;Desvio Padrão;7;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V3;Tempo de resposta médio de movimentação;7;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V3;Tempo de Resposta Médio;7;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.15 - Protocolos - Protocolo SNMP V3;Detectado;Sim;true;true;2 Horas;false;0;OK;true;true
192.168.21.15 - Relé 1;Estado;Fechado;true;true;1 Minutos;true;100;OK;true;true
192.168.21.150;Arquivo de Configuração;"
!Current Configuration:
!
!Parameter string escape handling \, 1
!Characters to be preceded with escape char (\): \, !, "", ', ?

!System Description ""AFS650""
!System Version AL2-08.0.09 Build: 2015-04-07 04:14
!Pre-login banner

set pre-login-banner text ""------- VALE AUTOMACAO - EFC -------\\n*******************ATENCAO*************************\\nIMPORTANTE: EQUIPAMENTO DE USO RESTRITO!!!! \\nACESSO SOMENTE POR PESSOAS AUTORIZADAS, COM LOG DE EVENTOS GRAVADOS. \\nRAMAL DE SUPORTE: 866-5363/5454"" 

vlan database
vlan  6 
vlan name 6 ""CANCELA"" 
vlan  10 
vlan name 10 ""ELIX VITAL"" 
vlan  15 
vlan name 15 ""VIDEO PN"" 
vlan  20 
vlan name 20 ""ELIX N VITAL"" 
vlan  30 
vlan name 30 ""TELEMETRIA"" 
vlan  40 
vlan name 40 ""VOIP"" 
exit 

network protocol none
network parms 192.168.21.150 255.255.255.0 192.168.21.1
!RMA operation
!RMA entry
ip ssh protocol 1  


configure 

snmp-server sysname ""ARM KM214 ""
snmp-server location ""KM 214""
snmp-server contact ""HITACHI ENERGY BRASIL""
!

set gmrp forward-unknown discard

interface  1/1 
name ""DIR TEKM214""
no storm-control flowcontrol


vlan tagging 1 
vlan participation include 6 
vlan tagging 6 
vlan participation include 10 
vlan tagging 10 
vlan participation include 15 
vlan tagging 15 
vlan participation include 20 
vlan tagging 20 
vlan participation include 30 
vlan tagging 30 
vlan participation include 40 
vlan tagging 40 
exit


interface  1/2 
name ""DIR KM214 MO""


vlan tagging 1 
vlan participation include 6 
vlan tagging 6 
vlan participation include 10 
vlan tagging 10 
vlan participation include 15 
vlan tagging 15 
vlan participation include 20 
vlan tagging 20 
vlan participation include 30 
vlan tagging 30 
vlan participation include 40 
vlan tagging 40 
exit


interface  1/3 
no auto-negotiate
shutdown


vlan participation auto 1 
exit


interface  1/4 
no auto-negotiate
shutdown


vlan participation auto 1 
exit


interface  1/5 
name ""ELIX VITAL""
cable-crossing enable
no auto-negotiate


vlan pvid 10 
vlan participation auto 1 
vlan participation include 10 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/6 
name ""ELIX N VITAL""
cable-crossing enable
no auto-negotiate


vlan pvid 20 
vlan participation auto 1 
vlan participation include 20 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/7 
name ""TELEMETRIA""
no auto-negotiate
speed 10 full-duplex


vlan pvid 30 
vlan participation auto 1 
vlan participation include 30 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/8 
name ""VOIP""
no auto-negotiate
speed 10 full-duplex


vlan pvid 40 
vlan participation auto 1 
vlan participation include 40 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/9 
name ""VAGO""
no auto-negotiate
shutdown


exit


interface  1/10 
name ""GERENCIA""


exit

logging host 192.168.20.102 514 warning
snmptrap public 192.168.20.100
snmptrap public 172.29.182.68

!Address Conflict Detection

!Bridge Address Learning

!Bridge Fast Link Detection

!Maximum size of frame (packet size)

!Bridge Address Relearn Detection
bridge address-relearn-detect operation enable

!Bridge Address Relearn Threshold
bridge address-relearn-detect threshold 3

!Bridge Duplex Mismatch Detection

!Bridge Hash Optimizing

!VLAN Learning


!ABB DHCP Relay
dhcp-relay opt82 operation enable

!ABB Device Status
device-status monitor connection-error error
device-status monitor ring error
device-status monitor temperature error
device-status trap enable


!DHCP Server
!DHCP Server pools


!Mac Notification Global State


!IEC61850 MMS Server

!Selftest

!Skip CRA on boot

!E-MRP
e-mrp new-id default-id
e-mrp current-id vlan 1
e-mrp current-id operation enable

!Sub-Ring
!No Sub-Ring ID exist.

!LLDP (IEEE802.1AB Link Layer Discovery Protocol)


!Media Redundancy Protocol (IEC 62439-2/Ed1.0, MRP)
!No MRP domains exist.

!Advanced Ring Configuration and Diagnostics


!No entries in alarm table

!MAC/IP Based Port Security


!Port Monitor
port-monitor enable


!Auto Disable


!ABB Precision Time Protocol (PTP, IEEE 1588)

!ABB Ring Coupling
!Note: master/slave (also for single) part of configuration determined by
!      management

!ABB Signal Contacts
signal-contact 1 mode auto
signal-contact 1 monitor connection-error enable
signal-contact 1 monitor ring enable
signal-contact 1 monitor temperature enable
signal-contact 1 trap enable


!ABB SNMP Access Control
snmp-access version v3-encryption readwrite enable


!SNTP
sntp client accept-broadcast off
sntp client request-interval 3600
sntp client offset -180
sntp client server primary 192.168.20.133
sntp operation on
sntp operation server off


!ABB Broadcast Limiter


!ABB Temperature Limit Settings

users passwd admin :v1::
users snmpv3 authentication admin md5
users snmpv3 encryption admin des :v1::
users passwd user :v1::
users snmpv3 authentication user md5
users snmpv3 encryption user des :v1::


lineconfig
exit 

no spanning-tree
spanning-tree configuration name ""00-02-A3-03-27-6C""
snmp-server community ""TelSwitchEfc0""
bridge aging-time 180 

!IGMP Snooping
set igmp forward-unknown discard
exit 
";true;true;1 Dias;false;0;Sem Estado;false;true
192.168.21.150;Assinatura de Configuração;87 1d 87 80;true;true;1 Horas;false;0;Sem Estado;false;true
192.168.21.150;Estado da Configuração;Salvo;true;true;5 Minutos;false;0;OK;true;true
192.168.21.150;Temperatura;45;true;true;20 Minutos;true;1000;OK;true;true
192.168.21.150;Nome;ARM KM214 ;false;true;1 Dias;true;300;Sem Estado;false;true
192.168.21.150 - Fonte de Alimentação 1;Estado;Ativo;true;true;10 Minutos;true;300;OK;true;true
192.168.21.150 - Fonte de Alimentação 2;Estado;Ativo;true;true;10 Minutos;true;300;OK;true;true
192.168.21.150 - Porta 1;Potência (dBm) Rx do SFP;-6.4;false;true;1 Minutos;true;100;OK;true;true
192.168.21.150 - Porta 1;Carga de Entrada;0.07;false;true;30 Segundos;true;100;OK;true;true
192.168.21.150 - Porta 1;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.150 - Porta 1 - Redundância;Redundância;;true;true;30 Segundos;false;0;OK;true;true
192.168.21.150 - Porta 2;Potência (dBm) Rx do SFP;-7.5;false;true;1 Minutos;true;100;OK;true;true
192.168.21.150 - Porta 2;Carga de Entrada;0.07;false;true;30 Segundos;true;100;OK;true;true
192.168.21.150 - Porta 2;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.150 - Porta 2 - Redundância;Redundância;;true;true;30 Segundos;false;0;OK;true;true
192.168.21.150 - Porta 5;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.150 - Protocolos - Protocolo Ping;Tempo Máximo de Resposta;23;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo Ping;Tempo Mínimo de Resposta;5;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo Ping;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo Ping;Desvio Padrão;9;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo Ping;Tempo de resposta médio de movimentação;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo Ping;Tempo de Resposta Médio;11;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo Ping;Detectado;Sim;true;true;30 Segundos;false;0;OK;true;true
192.168.21.150 - Protocolos - Protocolo SNMP V1;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V1;Desvio Padrão;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V1;Tempo de resposta médio de movimentação;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V1;Tempo de Resposta Médio;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V3;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V3;Desvio Padrão;4;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V3;Tempo de resposta médio de movimentação;7;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V3;Tempo de Resposta Médio;8;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.150 - Protocolos - Protocolo SNMP V3;Detectado;Sim;true;true;2 Horas;false;0;OK;true;true
192.168.21.150 - Relé 1;Estado;Fechado;true;true;1 Minutos;true;100;OK;true;true
192.168.21.151;Arquivo de Configuração;"
!Current Configuration:
!
!Parameter string escape handling \, 1
!Characters to be preceded with escape char (\): \, !, "", ', ?

!System Description ""AFS650""
!System Version AL2-08.0.09 Build: 2015-04-07 04:14
!Pre-login banner

set pre-login-banner text ""------- VALE AUTOMACAO - EFC -------\\n*******************ATENCAO*************************\\nIMPORTANTE: EQUIPAMENTO DE USO RESTRITO!!!! \\nACESSO SOMENTE POR PESSOAS AUTORIZADAS, COM LOG DE EVENTOS GRAVADOS. \\nRAMAL DE SUPORTE: 866-5363/5454"" 

vlan database
vlan  6 
vlan name 6 ""CANCELA"" 
vlan  10 
vlan name 10 ""ELIX VITAL"" 
vlan  15 
vlan name 15 ""VIDEO PN"" 
vlan  20 
vlan name 20 ""ELIX N VITAL"" 
vlan  30 
vlan name 30 ""TELEMETRIA"" 
vlan  40 
vlan name 40 ""VOIP"" 
exit 

network protocol none
network parms 192.168.21.151 255.255.255.0 192.168.21.1
!RMA operation
!RMA entry
ip ssh protocol 1  


configure 

snmp-server sysname ""SIS 1S    ""
snmp-server location ""SIS ""
snmp-server contact ""HITACHI ENERGY BRASIL""
!

set gmrp forward-unknown discard

interface  1/1 
name ""DIR ARM KM214""

no spanning-tree port mode

vlan tagging 1 
vlan participation include 6 
vlan tagging 6 
vlan participation include 10 
vlan tagging 10 
vlan participation include 15 
vlan tagging 15 
vlan participation include 20 
vlan tagging 20 
vlan participation include 30 
vlan tagging 30 
vlan participation include 40 
vlan tagging 40 
exit


interface  1/2 
name ""CONT AFS S1-660 P6.8""
no lldp med

no spanning-tree port mode

vlan tagging 1 
vlan participation include 6 
vlan tagging 6 
vlan participation include 10 
vlan tagging 10 
vlan participation include 15 
vlan tagging 15 
vlan participation include 20 
vlan tagging 20 
vlan participation include 30 
vlan tagging 30 
vlan participation include 40 
vlan tagging 40 
exit


interface  1/3 
no auto-negotiate
shutdown

no spanning-tree port mode

vlan participation auto 1 
exit


interface  1/4 
no auto-negotiate
shutdown

no spanning-tree port mode

vlan participation auto 1 
exit


interface  1/5 
name ""AFR  P7 VITAL S1 ""

no spanning-tree port mode

vlan pvid 10 
vlan participation auto 1 
vlan participation include 10 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/6 
name ""AFR  N VITAL S1""
no auto-negotiate
no lldp med

no spanning-tree port mode

vlan pvid 20 
vlan participation auto 1 
vlan participation include 20 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/7 
name ""AFR  P9 TELEME S1 ""
no auto-negotiate
no lldp med
speed 10 full-duplex

no spanning-tree port mode

vlan pvid 30 
vlan participation auto 1 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/8 
name ""AFR P10 VOIP S1""
no lldp med

no spanning-tree port mode

vlan pvid 40 
vlan participation auto 1 
vlan participation include 40 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/9 
name ""VOIP LOCAL""
no lldp med

no spanning-tree port mode

vlan pvid 40 
vlan participation auto 1 
vlan participation include 40 
exit


interface  1/10 
name ""GERENCIA""
no lldp med

no spanning-tree port mode

exit

snmptrap public 192.168.20.100
snmptrap public 172.29.182.68

!Address Conflict Detection

!Bridge Address Learning

!Bridge Fast Link Detection

!Maximum size of frame (packet size)

!Bridge Address Relearn Detection
bridge address-relearn-detect operation enable

!Bridge Address Relearn Threshold
bridge address-relearn-detect threshold 3

!Bridge Duplex Mismatch Detection

!Bridge Hash Optimizing

!VLAN Learning


!ABB DHCP Relay

!ABB Device Status
device-status monitor connection-error error
device-status monitor ring error
device-status monitor temperature error
device-status trap enable


!DHCP Server
!DHCP Server pools


!Mac Notification Global State


!IEC61850 MMS Server

!Selftest

!Skip CRA on boot

!E-MRP
e-mrp new-id default-id
e-mrp current-id vlan 1
e-mrp current-id operation enable

!Sub-Ring
!No Sub-Ring ID exist.

!LLDP (IEEE802.1AB Link Layer Discovery Protocol)


!Media Redundancy Protocol (IEC 62439-2/Ed1.0, MRP)
!No MRP domains exist.

!Advanced Ring Configuration and Diagnostics


!No entries in alarm table

!MAC/IP Based Port Security


!Port Monitor
port-monitor enable


!Auto Disable


!ABB Precision Time Protocol (PTP, IEEE 1588)

!ABB Ring Coupling
!Note: master/slave (also for single) part of configuration determined by
!      management

!ABB Signal Contacts
signal-contact 1 mode auto
signal-contact 1 monitor connection-error enable
signal-contact 1 monitor ring enable
signal-contact 1 monitor temperature enable
signal-contact 1 trap enable


!ABB SNMP Access Control
snmp-access version v3-encryption readwrite enable


!SNTP
sntp client accept-broadcast off
sntp client request-interval 3600
sntp client offset -180
sntp client server primary 192.168.20.133
sntp operation on
sntp operation server off


!ABB Broadcast Limiter


!ABB Temperature Limit Settings

users passwd admin :v1::
users snmpv3 authentication admin md5
users snmpv3 encryption admin des :v1::
users passwd user :v1::
users snmpv3 authentication user md5
users snmpv3 encryption user des :v1::


lineconfig
exit 

no spanning-tree
spanning-tree configuration name ""00-02-A3-03-10-EE""
snmp-server community ""TelSwitchEfc0""
bridge aging-time 180 

!IGMP Snooping
set igmp forward-unknown discard
exit 
";true;true;1 Dias;false;0;Sem Estado;false;true
192.168.21.151;Assinatura de Configuração;47 fd 23 56;true;true;1 Horas;false;0;Sem Estado;false;true
192.168.21.151;Estado da Configuração;Salvo;true;true;5 Minutos;false;0;OK;true;true
192.168.21.151;Temperatura;31;true;true;20 Minutos;true;1000;OK;true;true
192.168.21.151;Nome;SIS 1S    ;false;true;1 Dias;true;300;Sem Estado;false;true
192.168.21.151 - Fonte de Alimentação 1;Estado;Ativo;true;true;10 Minutos;true;300;OK;true;true
192.168.21.151 - Fonte de Alimentação 2;Estado;Ativo;true;true;10 Minutos;true;300;OK;true;true
192.168.21.151 - Porta 1;Potência (dBm) Rx do SFP;-8.6;false;true;1 Minutos;true;100;OK;true;true
192.168.21.151 - Porta 1;Carga de Entrada;0.07;false;true;30 Segundos;true;100;OK;true;true
192.168.21.151 - Porta 1;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.151 - Porta 1 - Redundância;Redundância;;true;true;30 Segundos;false;0;OK;true;true
192.168.21.151 - Porta 2;Potência (dBm) Rx do SFP;-5.2;false;true;1 Minutos;true;100;OK;true;true
192.168.21.151 - Porta 2;Carga de Entrada;0.07;false;true;30 Segundos;true;100;OK;true;true
192.168.21.151 - Porta 2;Link;Ativo;true;true;1 Minutos;true;100;OK;true;true
192.168.21.151 - Porta 2 - Redundância;Redundância;;true;true;30 Segundos;false;0;OK;true;true
192.168.21.151 - Porta 5;Carga de Entrada;0.0;false;true;30 Segundos;true;100;OK;true;true
192.168.21.151 - Porta 5;Link;Ativo;true;true;30 Segundos;true;100;OK;true;true
192.168.21.151 - Porta 5 - Redundância;Redundância;;true;true;30 Segundos;false;0;Sem Estado;true;true
192.168.21.151 - Protocolos - Protocolo Ping;Tempo Máximo de Resposta;5;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo Ping;Tempo Mínimo de Resposta;4;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo Ping;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo Ping;Desvio Padrão;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo Ping;Tempo de resposta médio de movimentação;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo Ping;Tempo de Resposta Médio;4;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo Ping;Detectado;Sim;true;true;30 Segundos;false;0;OK;true;true
192.168.21.151 - Protocolos - Protocolo SNMP V1;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V1;Desvio Padrão;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V1;Tempo de resposta médio de movimentação;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V1;Tempo de Resposta Médio;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V3;Perda de Mensagem;0;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V3;Desvio Padrão;7;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V3;Tempo de resposta médio de movimentação;10;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V3;Tempo de Resposta Médio;9;false;true;30 Segundos;false;0;Sem Estado;false;true
192.168.21.151 - Protocolos - Protocolo SNMP V3;Detectado;Sim;true;true;2 Horas;false;0;OK;true;true
192.168.21.151 - Relé 1;Estado;Fechado;true;true;1 Minutos;true;100;OK;true;true
192.168.21.155;Arquivo de Configuração;"
!Current Configuration:
!
!Parameter string escape handling \, 1
!Characters to be preceded with escape char (\): \, !, "", ', ?

!System Description ""AFS650""
!System Version AL2-08.0.09 Build: 2015-04-07 04:14
!Pre-login banner

set pre-login-banner text ""------- VALE AUTOMACAO - EFC -------\\n*******************ATENCAO*************************\\nIMPORTANTE: EQUIPAMENTO DE USO RESTRITO!!!! \\nACESSO SOMENTE POR PESSOAS AUTORIZADAS, COM LOG DE EVENTOS GRAVADOS. \\nRAMAL DE SUPORTE: 866-5363/5454"" 

vlan database
vlan  6 
vlan name 6 ""CANCELA"" 
vlan  10 
vlan name 10 ""ELIX VITAL"" 
vlan  15 
vlan name 15 ""VIDEO PN"" 
vlan  20 
vlan name 20 ""ELIX N VITAL"" 
vlan  30 
vlan name 30 ""TELEMETRIA"" 
vlan  40 
vlan name 40 ""VOIP"" 
exit 

network protocol none
network parms 192.168.21.155 255.255.255.0 192.168.21.1
!RMA operation
!RMA entry


configure 

snmp-server sysname ""TU KM201  ""
snmp-server location ""KM201""
snmp-server contact ""HITACHI ENERGY BRASIL""
!

set gmrp forward-unknown discard
macfilter 24::0D::00:03 6 
macfilter 24::0D::A6:77 6 
macfilter D8::8B::9C:EE 6 
macfilter D8::8B::9C:F0 6 
macfilter D8::8B::9D:06 6 
macfilter 24::0D::00:03 15 
macfilter 24::0D::A6:77 15 
macfilter D8::8B::9C:EE 15 
macfilter D8::8B::9D:06 15 

interface  1/1 
name ""DIR ARM KM197""
no lldp med


vlan tagging 1 
vlan participation include 6 
vlan tagging 6 
vlan participation include 10 
vlan tagging 10 
vlan participation include 15 
vlan tagging 15 
vlan participation include 20 
vlan tagging 20 
vlan participation include 30 
vlan tagging 30 
vlan participation include 40 
vlan tagging 40 
exit


interface  1/2 
name ""DIR ARM KM205""


vlan tagging 1 
vlan participation include 6 
vlan tagging 6 
vlan participation include 10 
vlan tagging 10 
vlan participation include 15 
vlan tagging 15 
vlan participation include 20 
vlan tagging 20 
vlan participation include 30 
vlan tagging 30 
vlan participation include 40 
vlan tagging 40 
exit


interface  1/3 
no auto-negotiate


vlan participation auto 1 
exit


interface  1/4 
no auto-negotiate


vlan participation auto 1 
exit


interface  1/5 
name ""ELIX VITAL""
no auto-negotiate


vlan pvid 10 
vlan participation auto 1 
vlan participation include 10 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/6 
name ""ELIX N VITAL""
no lldp med


vlan pvid 20 
vlan participation auto 1 
vlan participation include 20 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/7 
name ""TELEMETRIA""
no auto-negotiate
no lldp med
speed 10 full-duplex


vlan pvid 30 
vlan participation auto 1 
vlan participation include 30 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/8 
name ""VOIP""
no auto-negotiate
no lldp med
speed 10 full-duplex


vlan pvid 40 
vlan participation auto 1 
vlan participation include 40 
port-monitor enable
port-monitor condition link-flap enable
port-monitor condition crc-fragment enable
port-monitor condition overload-detection enable
port-monitor action trap-only
exit


interface  1/9 
name ""CANCELA KM200""
no auto-negotiate
no storm-control flowcontrol


vlan pvid 6 
vlan tagging 1 
vlan participation include 6 
vlan tagging 6 
vlan participation include 15 
vlan tagging 15 
vlan participation include 40 
vlan tagging 40 
exit


interface  1/10 
name ""GERENCIA""
no lldp med


exit

snmptrap public 192.168.20.100
snmptrap public 172.29.182.68

!Address Conflict Detection

!Bridge Address Learning

!Bridge Fast Link Detection

!Maximum size of frame (packet size)

!Bridge Address Relearn Detection
bridge address-relearn-detect operation enable

!Bridge Address Relearn Threshold
bridge address-relearn-detect threshold 3

!Bridge Duplex Mismatch Detection

!Bridge Hash Optimizing

!VLAN Learning


!ABB DHCP Relay

!ABB Device Status
device-status monitor connection-error error
device-status monitor ring error
device-status monitor temperature error
device-status trap enable


!DHCP Server
!DHCP Server pools


!Mac Notification Global State


!IEC61850 MMS Server

!Selftest

!Skip CRA on boot

!E-MRP
e-mrp new-id default-id
e-mrp current-id vlan 1
e-mrp current-id operation enable

!Sub-Ring
!No Sub-Ring ID exist.

!LLDP (IEEE802.1AB Link Layer Discovery Protocol)


!Media Redundancy Protocol (IEC 62439-2/Ed1.0, MRP)
!No MRP domains exist.

!Advanced Ring Configuration and Diagnostics


!No entries in alarm table

!MAC/IP Based Port Security


!Port Monitor
port-monitor enable


!Auto Disable


!ABB Precision Time Protocol (PTP, IEEE 1588)

!ABB Ring Coupling
!Note: master/slave (also for single) part of configuration determined by
!      management

!ABB Signal Contacts
signal-contact 1 mode auto
signal-contact 1 monitor connection-error enable
signal-contact 1 monitor ring enable
signal-contact 1 monitor temperature enable
signal-contact 1 trap enable


!ABB SNMP Access Control
snmp-access version v3-encryption readwrite enable


!SNTP
sntp client accept-broadcast off
sntp client request-interval 3600
sntp client offset -180
sntp client server primary 192.168.20.133
sntp operation on
sntp operation server off


!ABB Broadcast Limiter


!ABB Temperature Limit Settings

users passwd admin :v1::
users snmpv3 authentication admin md5
users snmpv3 encryption admin des :v1::
users passwd user :v1::
users snmpv3 authentication user md5
users snmpv3 encryption user des :v1::

monitor session 1 destination interface 1/1

lineconfig
exit 

no spanning-tree
spanning-tree configuration name ""Default-17-94-46""
snmp-server community ""TelSwitchEfc0""
bridge aging-time 180 

!IGMP Snooping
set igmp forward-unknown discard
exit 
";true;true;1 Dias;false;0;Sem Estado;false;true
192.168.21.155;Assinatura de Configuração;5f 7c 1f 71;true;true;1 Horas;false;0;Sem Estado;false;true
